order_id,customer_id,order_date,channel,status,warehouse_id,subtotal,discount,tax,shipping_fee,order_total,created_at,updated_at
ORD00000067,C000563,2025-07-08,Mobile,Placed,W007,5566.23,0.0,299.31,31.05,5896.59,2025-07-08T10:33:56,2025-07-11T15:33:27
ORD00000068,C003289,2024-06-10,Marketplace,Packed,W008,5343.75,534.38,194.3,6.66,5010.33,2024-06-10T18:30:51,2025-12-28T06:18:20
ORD00000069,C002920,2024-10-12,Marketplace,Shipped,W003,1393.46,139.35,90.95,27.35,1372.41,2024-10-12T23:45:53,2025-08-29T01:51:09
ORD00000070,C006995,2024-07-31,Mobile,Placed,W009,2854.01,0.0,148.37,9.91,3012.29,2024-07-31T06:37:48,2025-04-25T22:12:06
ORD00000071,C006040,2024-11-29,Web,Shipped,W001,4113.09,205.65,181.04,12.23,4100.71,2024-11-29T15:05:12,2025-07-26T12:58:16
ORD00000072,C002829,2024-03-13,Web,Shipped,W017,2032.02,0.0,121.5,2.01,2155.53,2024-03-13T06:36:18,2026-01-22T00:55:23
ORD00000073,C004075,2024-09-03,Mobile,Delivered,W011,4596.41,0.0,310.85,30.29,4937.55,2024-09-03T12:46:42,2025-05-23T08:56:56
ORD00000074,C001212,2024-05-27,Marketplace,Shipped,W005,2707.37,135.37,213.88,32.36,2818.24,2024-05-27T10:47:12,2024-11-19T01:55:31
ORD00000075,C006745,2025-03-20,Web,Packed,W001,7487.71,748.77,493.71,14.66,7247.31,2025-03-20T05:56:15,2025-05-14T14:59:58
ORD00000076,C000499,2026-02-26,Mobile,Delivered,W014,1722.86,172.29,133.54,26.37,1710.48,2026-02-26T04:39:02,2026-03-01T19:31:58
ORD00000077,C001798,2024-07-06,Marketplace,Shipped,W013,3238.73,485.81,193.9,28.71,2975.53,2024-07-06T16:13:25,2026-01-09T20:32:36
ORD00000078,C002297,2025-09-02,Marketplace,Cancelled,W006,5228.78,261.44,308.89,13.62,5289.85,2025-09-02T08:29:29,2025-10-18T07:37:27
ORD00000079,C007537,2024-04-25,Mobile,Shipped,W001,3755.2,0.0,311.73,32.82,4099.75,2024-04-25T11:05:36,2024-09-15T05:58:36
ORD00000080,C007837,2026-02-11,Web,Delivered,W017,3999.81,199.99,247.04,20.42,4067.28,2026-02-11T00:48:01,2026-02-27T22:59:37
ORD00000081,C000260,2024-03-28,Mobile,Cancelled,W006,2930.94,146.55,111.67,7.23,2903.29,2024-03-28T08:32:19,2025-11-12T02:01:16
ORD00000082,C006167,2024-11-23,Web,Delivered,W010,4886.88,0.0,391.94,17.21,5296.03,2024-11-23T14:46:03,2026-02-24T05:11:32
ORD00000083,C001845,2024-03-20,Marketplace,Packed,W017,5062.87,253.14,337.05,34.65,5181.43,2024-03-20T13:02:42,2024-04-18T11:21:27
ORD00000084,C007997,2024-03-15,Mobile,Cancelled,W001,5473.67,821.05,170.56,5.39,4828.57,2024-03-15T14:59:21,2024-12-20T19:58:57
ORD00000085,C003687,2025-12-17,B2B Portal,Shipped,W015,4397.2,219.86,274.54,25.35,4477.23,2025-12-17T16:01:34,2026-02-18T16:22:27
ORD00000086,C003169,2025-04-05,B2B Portal,Cancelled,W003,4352.57,0.0,222.47,0.82,4575.86,2025-04-05T21:47:30,2025-06-05T18:11:14
ORD00000087,C004434,2025-03-22,Marketplace,Placed,W008,961.61,96.16,40.88,6.35,912.68,2025-03-22T08:13:20,2025-10-14T13:15:18
ORD00000088,C007433,2025-09-25,Web,Packed,W014,2241.19,0.0,127.8,6.45,2375.44,2025-09-25T18:17:05,2025-12-17T20:47:47
ORD00000089,C006462,2025-05-27,B2B Portal,Delivered,W004,4198.11,0.0,164.68,18.81,4381.6,2025-05-27T16:57:18,2026-03-01T18:18:49
ORD00000090,C001987,2024-07-19,Mobile,Delivered,W015,9563.46,956.35,268.94,8.99,8885.04,2024-07-19T11:59:35,2025-07-13T14:20:08
ORD00000091,C007587,2025-07-27,Marketplace,Packed,W015,3731.14,0.0,148.28,14.97,3894.39,2025-07-27T05:21:51,2026-01-27T01:22:00
ORD00000092,C004907,2025-02-13,B2B Portal,Delivered,W014,2771.6,0.0,167.4,23.89,2962.89,2025-02-13T06:24:45,2025-10-02T10:12:38
ORD00000093,C004604,2025-10-22,Web,Delivered,W012,240.06,36.01,13.84,31.55,249.44,2025-10-22T16:46:14,2026-01-26T04:30:58
ORD00000094,C002910,2025-10-15,Mobile,Delivered,W010,1525.66,76.28,111.21,30.17,1590.76,2025-10-15T20:04:08,2026-01-29T19:21:36
ORD00000095,C007620,2025-10-13,B2B Portal,Packed,W013,1278.36,0.0,44.69,7.22,1330.27,2025-10-13T10:49:57,2025-11-30T07:00:19
ORD00000096,C002153,2025-01-21,Marketplace,Delivered,W014,5066.21,253.31,377.78,5.3,5195.98,2025-01-21T21:19:44,2025-03-14T15:13:01
ORD00000097,C001650,2025-04-19,Mobile,Packed,W002,5828.4,0.0,383.73,14.15,6226.28,2025-04-19T02:04:04,2025-05-14T11:01:50
ORD00000098,C003793,2024-09-08,Web,Placed,W007,1031.82,51.59,67.96,19.51,1067.7,2024-09-08T04:55:00,2024-10-07T03:04:04
ORD00000099,C000885,2024-11-03,Mobile,Placed,W009,4475.92,0.0,347.39,3.38,4826.69,2024-11-03T22:18:05,2025-02-26T16:03:08
ORD00000100,C007280,2024-05-17,B2B Portal,Shipped,W011,4202.37,210.12,150.14,11.25,4153.64,2024-05-17T23:26:11,2025-08-29T04:50:14
ORD00000101,C000807,2024-10-22,B2B Portal,Cancelled,W011,3711.61,0.0,135.56,3.51,3850.68,2024-10-22T13:37:34,2025-07-26T22:20:03
ORD00000102,C001635,2025-10-26,B2B Portal,Shipped,W001,611.08,61.11,43.46,15.37,608.8,2025-10-26T05:48:40,2026-02-08T03:11:26
ORD00000103,C005779,2024-12-28,Web,Delivered,W008,258.09,0.0,21.78,11.31,291.18,2024-12-28T23:57:24,2025-01-13T08:39:03
ORD00000104,C001539,2024-03-29,B2B Portal,Delivered,W010,1699.58,169.96,109.78,0.64,1640.04,2024-03-29T21:38:19,2025-12-06T06:00:04
ORD00000105,C001882,2025-04-10,Mobile,Packed,W011,7423.35,0.0,405.46,3.16,7831.97,2025-04-10T17:16:10,2026-02-11T11:30:20
ORD00000106,C002143,2025-01-20,Mobile,Packed,W010,5402.93,0.0,416.89,30.24,5850.06,2025-01-20T00:45:36,2026-01-06T20:18:49
ORD00000107,C001923,2024-11-30,Web,Packed,W015,2764.14,0.0,147.23,7.29,2918.66,2024-11-30T17:04:20,2025-08-09T12:51:19
ORD00000108,C005912,2025-08-09,B2B Portal,Shipped,W009,3980.33,398.03,274.52,18.57,3875.39,2025-08-09T14:07:55,2025-12-24T16:39:16
ORD00000109,C005258,2025-01-13,Web,Delivered,W009,2575.85,257.59,109.02,26.34,2453.62,2025-01-13T16:49:07,2025-07-28T06:16:45
ORD00000110,C006684,2025-09-02,Marketplace,Packed,W009,7016.41,701.64,341.99,3.16,6659.92,2025-09-02T16:31:19,2025-09-02T07:13:16
ORD00000111,C004956,2025-08-16,Marketplace,Shipped,W006,4223.27,0.0,146.36,7.15,4376.78,2025-08-16T04:05:16,2026-02-21T17:52:29
ORD00000112,C002016,2025-05-10,Mobile,Delivered,W015,6742.17,674.22,471.46,3.85,6543.26,2025-05-10T08:30:57,2026-01-31T12:43:41
ORD00000113,C006542,2025-12-28,Mobile,Placed,W014,1282.59,64.13,55.21,8.69,1282.36,2025-12-28T18:40:07,2026-02-18T08:22:07
ORD00000114,C002276,2024-04-28,B2B Portal,Delivered,W012,4567.39,685.11,316.04,7.85,4206.17,2024-04-28T09:00:17,2026-01-26T05:43:50
ORD00000115,C002387,2025-07-26,Marketplace,Packed,W008,6354.26,635.43,341.59,32.44,6092.86,2025-07-26T21:07:53,2025-10-01T06:31:45
ORD00000116,C003242,2025-01-24,B2B Portal,Delivered,W010,6312.41,0.0,387.36,8.07,6707.84,2025-01-24T23:18:02,2025-09-02T04:00:32
ORD00000117,C005190,2025-04-04,Mobile,Shipped,W007,1592.64,159.26,122.69,14.7,1570.77,2025-04-04T19:29:24,2025-10-25T20:36:08
ORD00000118,C000408,2024-11-17,Mobile,Delivered,W004,158.16,0.0,5.08,33.63,196.87,2024-11-17T04:51:08,2024-11-23T05:17:19
ORD00000119,C001200,2024-11-30,Mobile,Placed,W010,1148.3,0.0,71.91,3.66,1223.87,2024-11-30T19:47:22,2025-09-02T06:37:46
ORD00000120,C005811,2025-03-08,Marketplace,Shipped,W005,2352.31,117.62,84.92,34.16,2353.77,2025-03-08T11:48:35,2025-08-18T01:11:43
ORD00000121,C003882,2025-02-08,Mobile,Shipped,W009,811.25,81.13,37.46,8.18,775.76,2025-02-08T01:21:02,2025-03-08T11:18:34
ORD00000122,C007192,2024-06-17,Marketplace,Shipped,W003,461.65,69.25,29.77,2.86,425.03,2024-06-17T12:54:39,2025-10-31T00:35:45
ORD00000123,C002505,2024-07-07,Web,Packed,W016,3516.79,0.0,193.45,16.27,3726.51,2024-07-07T21:09:00,2026-03-01T19:50:09
ORD00000124,C000100,2024-02-25,Web,Shipped,W011,2420.43,0.0,155.96,18.42,2594.81,2024-02-25T07:07:48,2024-12-19T09:31:29
ORD00000125,C004043,2024-07-14,Web,Delivered,W009,475.33,0.0,30.19,26.94,532.46,2024-07-14T02:31:34,2025-12-04T04:02:51
ORD00000126,C003406,2026-01-24,Web,Placed,W002,5167.17,0.0,304.65,22.11,5493.93,2026-01-24T06:48:46,2026-02-09T14:58:32
ORD00000127,C003534,2024-02-12,Marketplace,Packed,W008,1950.76,195.08,55.5,20.93,1832.11,2024-02-12T03:39:59,2024-04-06T11:21:37
ORD00000128,C005808,2025-10-29,Web,Delivered,W008,4437.77,665.67,154.6,24.98,3951.68,2025-10-29T19:59:38,2025-11-01T22:42:10
ORD00000129,C003374,2025-08-28,B2B Portal,Delivered,W014,1183.15,118.32,44.65,6.01,1115.49,2025-08-28T00:53:30,2025-12-06T21:09:54
ORD00000130,C001113,2025-08-07,B2B Portal,Shipped,W014,85.11,0.0,4.69,20.43,110.23,2025-08-07T00:04:32,2025-12-02T04:15:28
ORD00000131,C003366,2025-09-26,B2B Portal,Cancelled,W010,462.07,69.31,31.49,20.63,444.88,2025-09-26T04:08:15,2025-10-07T11:39:34
ORD00000132,C003821,2026-02-21,Marketplace,Delivered,W017,4325.83,432.58,213.55,5.23,4112.03,2026-02-21T16:46:23,2026-02-24T19:38:17
ORD00000133,C002586,2025-07-25,B2B Portal,Delivered,W009,6222.39,0.0,244.91,32.07,6499.37,2025-07-25T14:20:42,2026-01-14T05:20:26
ORD00000134,C003052,2024-10-01,Marketplace,Shipped,W007,3949.24,592.39,234.53,20.29,3611.67,2024-10-01T00:56:32,2024-10-22T23:42:28
ORD00000135,C007200,2024-01-19,Web,Placed,W017,270.95,13.55,22.15,5.96,285.51,2024-01-19T03:41:19,2025-02-23T15:42:25
ORD00000136,C007237,2024-10-13,B2B Portal,Placed,W009,5972.58,0.0,518.4,28.6,6519.58,2024-10-13T00:12:21,2025-03-26T11:37:48
ORD00000137,C003127,2025-04-20,B2B Portal,Delivered,W014,981.35,49.07,53.24,33.03,1018.55,2025-04-20T03:59:40,2025-05-12T10:09:44
ORD00000138,C003647,2026-01-13,Mobile,Delivered,W001,169.08,25.36,12.2,16.89,172.81,2026-01-13T14:20:32,2026-02-05T23:25:02
ORD00000139,C000915,2024-09-13,Web,Packed,W003,951.42,0.0,31.76,15.07,998.25,2024-09-13T05:53:00,2024-12-31T21:22:04
ORD00000140,C005930,2024-09-10,Web,Packed,W012,1581.7,158.17,67.9,30.61,1522.04,2024-09-10T05:46:00,2024-10-30T13:25:08
ORD00000141,C000931,2025-06-06,Web,Packed,W003,2678.28,401.74,113.18,10.63,2400.35,2025-06-06T12:32:55,2025-08-16T04:30:35
ORD00000142,C001728,2025-12-02,B2B Portal,Delivered,W002,1189.84,118.98,82.73,9.35,1162.94,2025-12-02T20:58:00,2026-01-28T07:45:43
ORD00000143,C005878,2025-08-14,B2B Portal,Delivered,W009,5694.98,284.75,261.15,32.42,5703.8,2025-08-14T03:44:20,2025-12-20T16:38:59
ORD00000144,C007142,2024-03-09,B2B Portal,Delivered,W015,7692.38,0.0,403.97,15.94,8112.29,2024-03-09T10:15:52,2025-09-25T22:21:54
ORD00000145,C004477,2025-04-19,B2B Portal,Packed,W014,4552.74,682.91,289.05,17.86,4176.74,2025-04-19T03:30:11,2025-05-22T04:41:18
ORD00000146,C001646,2024-07-01,Marketplace,Shipped,W003,9920.89,0.0,643.3,26.26,10590.45,2024-07-01T13:12:22,2024-09-20T09:24:38
ORD00000147,C005604,2024-03-07,Web,Placed,W002,1605.59,0.0,100.43,2.36,1708.38,2024-03-07T23:53:48,2025-08-24T00:45:28
ORD00000148,C001342,2024-06-28,Web,Packed,W005,5663.76,283.19,392.44,2.12,5775.13,2024-06-28T20:32:28,2025-01-05T10:19:42
ORD00000149,C003578,2024-01-08,Web,Shipped,W016,4329.16,0.0,143.93,33.81,4506.9,2024-01-08T20:09:25,2025-12-09T03:36:49
ORD00000150,C003053,2025-10-22,Web,Packed,W016,1758.74,263.81,68.89,6.95,1570.77,2025-10-22T02:53:31,2026-02-18T20:39:11
ORD00000151,C006338,2025-07-10,Mobile,Delivered,W014,4424.51,0.0,368.33,20.72,4813.56,2025-07-10T23:14:01,2025-12-22T22:08:33
ORD00000152,C003501,2025-11-13,Marketplace,Delivered,W001,5653.91,848.09,392.94,28.21,5226.97,2025-11-13T13:01:05,2025-12-29T22:52:16
ORD00000153,C000479,2025-01-18,Mobile,Placed,W011,5587.78,838.17,213.51,26.96,4990.08,2025-01-18T19:35:49,2026-02-25T13:04:22
ORD00000154,C007300,2024-04-01,Marketplace,Delivered,W004,2758.04,137.9,134.08,0.06,2754.28,2024-04-01T13:53:01,2024-04-06T21:54:09
ORD00000155,C007926,2026-02-12,Marketplace,Delivered,W011,2920.91,146.05,231.34,0.18,3006.38,2026-02-12T10:39:40,2026-02-24T21:12:08
ORD00000156,C002838,2025-06-11,Web,Delivered,W004,1411.13,211.67,40.0,13.56,1253.02,2025-06-11T16:30:30,2025-06-28T07:44:01
ORD00000157,C007917,2024-08-04,Web,Placed,W017,4545.05,0.0,217.87,34.69,4797.61,2024-08-04T06:16:50,2025-04-27T22:34:24
ORD00000158,C005267,2024-04-19,Marketplace,Delivered,W003,2890.81,0.0,194.34,16.99,3102.14,2024-04-19T13:49:15,2025-10-09T14:13:49
ORD00000159,C007040,2025-03-07,Marketplace,Shipped,W003,5257.98,0.0,471.76,0.62,5730.36,2025-03-07T09:37:51,2025-04-28T20:08:13
ORD00000160,C006805,2024-05-27,Mobile,Shipped,W010,6395.79,319.79,256.44,26.61,6359.05,2024-05-27T14:44:48,2025-05-11T12:59:50
ORD00000161,C007244,2025-03-20,B2B Portal,Packed,W013,4235.7,635.35,203.79,20.38,3824.52,2025-03-20T07:46:21,2025-04-10T15:28:49
ORD00000162,C002638,2025-02-03,B2B Portal,Shipped,W012,1113.79,167.07,44.82,21.05,1012.59,2025-02-03T22:19:47,2026-01-03T04:07:45
ORD00000163,C001044,2024-09-03,Mobile,Packed,W010,2286.31,228.63,146.1,4.59,2208.37,2024-09-03T16:29:55,2025-04-23T18:48:00
ORD00000164,C006048,2024-08-29,Web,Packed,W002,1494.14,149.41,78.01,6.77,1429.51,2024-08-29T21:45:00,2025-08-25T16:38:14
ORD00000165,C005368,2024-02-17,Mobile,Packed,W002,6844.04,0.0,407.12,26.24,7277.4,2024-02-17T21:43:39,2025-12-07T03:33:22
ORD00000166,C000273,2025-03-17,B2B Portal,Delivered,W009,4930.62,246.53,337.01,10.25,5031.35,2025-03-17T02:18:26,2025-12-31T10:07:26
ORD00000167,C006523,2025-03-19,Web,Delivered,W003,4353.5,653.02,152.75,16.58,3869.81,2025-03-19T20:47:06,2025-08-15T04:04:27
ORD00000168,C005228,2026-02-02,Mobile,Packed,W009,6174.05,0.0,215.19,21.89,6411.13,2026-02-02T18:54:50,2026-02-21T01:31:55
ORD00000169,C002874,2025-10-30,Marketplace,Packed,W013,5525.44,276.27,215.01,7.04,5471.22,2025-10-30T05:03:07,2025-11-10T16:00:21
ORD00000170,C005847,2024-06-20,B2B Portal,Delivered,W006,1324.47,132.45,64.76,24.78,1281.56,2024-06-20T04:30:04,2025-04-08T04:16:24
ORD00000171,C000421,2025-06-05,Marketplace,Shipped,W009,5270.42,790.56,386.73,22.87,4889.46,2025-06-05T15:18:03,2026-02-04T17:14:50
ORD00000172,C005509,2024-05-24,Marketplace,Delivered,W003,3871.75,387.18,150.13,34.51,3669.21,2024-05-24T11:15:45,2024-12-28T14:34:08
ORD00000173,C006119,2025-08-08,Marketplace,Delivered,W001,6.4,0.32,0.23,9.2,15.51,2025-08-08T01:09:18,2025-12-04T09:38:04
ORD00000174,C005897,2025-08-10,Mobile,Packed,W008,2694.84,0.0,92.43,33.0,2820.27,2025-08-10T03:27:41,2026-02-06T16:21:43
ORD00000175,C000820,2024-10-18,Mobile,Placed,W017,742.68,111.4,30.58,4.98,666.84,2024-10-18T19:07:57,2026-02-16T15:48:49
ORD00000176,C003285,2025-11-07,B2B Portal,Shipped,W008,1051.0,52.55,67.22,2.5,1068.17,2025-11-07T08:39:15,2026-03-01T19:28:48
