product_id,sku,product_name,category,unit_cost,list_price,is_active,created_at,updated_at
P00026,SM-12067,Many Film,Office,286.45,476.1,True,2024-11-22T19:49:43,2026-01-15T10:15:19
P00027,ER-03447,East Window,Sports,345.06,522.72,True,2025-02-27T08:03:35,2025-12-26T23:58:11
P00028,IO-49361,Raise Church,Healthcare,196.77,232.74,True,2024-12-18T21:24:50,2025-09-12T10:44:26
P00029,YT-42102,Physical Smile,Healthcare,56.48,79.84,True,2026-02-11T15:15:54,2026-02-18T09:54:45
P00030,ST-94717,Scene Interesting,Sports,282.99,506.64,True,2025-07-29T13:35:33,2025-09-01T12:15:16
P00031,FM-48877,Among Visit,Office,118.94,143.36,True,2025-04-05T02:34:46,2025-07-11T01:17:24
P00032,FO-65940,Represent Think,Electronics,306.4,392.72,True,2026-02-18T23:42:35,2026-02-21T15:13:55
P00033,CW-99049,Something Continue,Auto,109.6,195.78,True,2024-08-04T23:07:47,2025-12-07T07:44:38
P00034,LB-78742,Prove Teach,Office,141.84,186.88,False,2024-11-25T09:24:29,2025-08-25T20:22:19
P00035,VU-71756,Religious Book,Apparel,129.08,228.21,True,2025-04-22T23:30:48,2025-10-02T06:23:20
P00036,QZ-25674,Teach Soon,Healthcare,20.77,36.45,True,2026-01-29T00:16:35,2026-02-24T09:09:12
P00037,QU-80715,Business Spring,Auto,84.36,130.66,True,2024-09-08T17:41:43,2025-08-19T08:48:52
P00038,AD-68087,Cup National,Grocery,338.45,541.24,True,2025-05-17T05:46:50,2025-11-13T05:08:46
P00039,NR-59770,Often Catch,Grocery,68.5,121.42,True,2025-10-19T16:02:53,2025-11-07T21:03:48
P00040,OM-47710,Successful Education,Electronics,147.28,256.23,True,2024-08-24T22:09:00,2025-04-04T16:29:23
P00041,AF-24808,Down Thought,Electronics,218.15,352.69,True,2025-09-23T21:31:01,2025-09-24T17:35:26
P00042,TS-17127,Mr Season,Electronics,10.77,17.83,True,2025-07-02T00:32:52,2025-12-27T21:27:51
P00043,DJ-46773,Check Identify,Sports,41.92,51.03,True,2024-06-01T06:39:33,2025-02-14T11:17:50
P00044,RX-39821,Strategy Too,Healthcare,32.26,58.76,True,2025-04-15T07:44:14,2025-09-15T21:52:54
P00045,SU-65840,Fire Third,Home,230.54,403.62,True,2026-02-16T02:25:24,2026-02-22T17:30:03
P00046,IE-99727,Hair Go,Electronics,247.48,298.93,True,2025-03-20T10:36:54,2025-05-07T16:58:02
P00047,MS-88675,Edge Owner,Office,77.94,136.99,True,2025-08-03T08:02:59,2025-08-22T21:59:17
P00048,VE-63605,Season White,Electronics,66.88,116.73,True,2024-01-17T18:09:48,2026-01-15T12:59:04
P00049,IG-66270,Performance Glass,Apparel,61.05,80.48,True,2025-02-02T17:21:24,2026-02-23T23:08:50
P00050,AU-17187,Charge It,Home,177.77,325.68,True,2024-02-24T13:14:53,2024-05-11T10:38:49
P00051,NS-21745,Information Rate,Healthcare,339.28,467.69,True,2025-10-11T14:31:14,2026-01-10T17:24:27
P00052,OT-15865,Very Song,Sports,239.49,386.17,False,2024-03-28T19:18:51,2024-12-05T22:04:05
P00053,PO-78091,Return Will,Apparel,58.21,95.94,True,2025-10-11T23:24:20,2026-01-11T03:05:00
P00054,WO-43161,Score Turn,Apparel,158.43,266.63,True,2024-04-14T02:11:27,2025-07-17T17:35:32
P00055,CU-17240,Style Arrive,Healthcare,40.64,49.29,True,2025-07-21T19:38:50,2025-10-12T12:00:18
P00056,PH-45562,Its Others,Healthcare,138.79,167.84,True,2025-07-26T18:33:10,2026-01-17T12:10:08
P00057,YN-22219,Result Effect,Apparel,108.89,162.81,True,2024-03-05T13:17:26,2025-01-05T15:50:04
P00058,OQ-79237,Machine Especially,Auto,91.84,121.47,True,2025-10-02T19:39:12,2026-01-27T03:08:19
P00059,EC-07482,You Hair,Electronics,332.34,459.48,True,2025-09-27T10:28:21,2026-01-15T20:38:08
P00060,TM-94647,If Tonight,Apparel,115.63,209.65,True,2024-07-24T10:11:25,2025-06-15T09:47:44
P00061,WK-71369,Find Scene,Grocery,338.88,575.21,True,2024-11-29T08:52:50,2025-06-18T11:07:59
P00062,KR-40640,Star Size,Office,209.32,320.67,False,2025-11-29T17:01:46,2026-01-27T22:13:28
P00063,MZ-09743,He Discuss,Apparel,291.79,349.68,True,2025-02-22T15:08:40,2025-07-27T07:16:42
P00064,OP-39421,Among For,Sports,251.76,428.58,True,2024-03-16T19:30:37,2025-04-30T17:32:59
P00065,FS-70952,General Small,Healthcare,192.56,328.03,True,2025-01-03T17:38:40,2025-02-15T03:49:15
P00066,XH-62328,More White,Auto,62.39,98.51,True,2025-07-30T21:41:25,2026-02-07T10:50:27
P00067,VV-42474,Summer Building,Home,8.64,11.5,False,2025-06-06T16:35:37,2025-09-27T14:23:25
P00068,ZJ-71236,History Believe,Grocery,271.46,424.02,True,2025-05-27T11:01:30,2025-07-19T09:26:58
P00069,DX-60481,Remember Smile,Home,45.04,81.45,True,2024-05-25T09:21:29,2024-12-22T16:30:22
P00070,RO-49651,Market Ago,Grocery,38.68,64.03,True,2025-04-08T02:19:02,2025-06-05T00:54:21
P00071,PE-98593,Prove Than,Home,238.61,301.85,True,2026-01-28T16:11:35,2026-02-07T10:35:27
P00072,CC-74612,Fly Mind,Grocery,84.99,121.84,True,2024-07-07T20:42:27,2025-08-16T00:47:39
P00073,YD-11382,Hospital Religious,Office,160.1,232.25,True,2024-01-05T06:13:17,2026-02-13T22:51:50
P00074,PG-86926,These Might,Home,204.19,349.09,True,2025-07-03T11:20:12,2025-10-28T03:16:42
P00075,NC-96405,Light Eat,Grocery,187.06,298.81,True,2025-09-03T19:25:37,2025-10-02T11:22:54
P00076,DZ-51585,Fact Customer,Grocery,217.99,374.86,True,2025-12-23T19:37:05,2026-01-09T10:07:15
P00077,BD-17139,Stop Goal,Apparel,45.35,64.0,True,2024-05-24T12:26:38,2024-10-12T18:24:27
P00078,WJ-32931,Despite Peace,Sports,172.9,263.87,True,2025-10-22T17:10:31,2026-01-03T04:11:20
P00079,AR-33529,Town Check,Grocery,218.7,384.01,True,2024-01-10T04:12:52,2025-02-06T17:32:41
P00080,QB-28421,Catch Administration,Grocery,146.15,218.38,True,2025-12-28T15:10:05,2025-12-31T07:18:02
P00081,LQ-53950,Area Card,Apparel,82.57,111.64,True,2025-04-13T23:49:49,2025-12-22T17:32:07
P00082,CX-68117,High Must,Home,97.42,149.07,True,2025-01-10T01:48:46,2025-08-23T17:13:27
P00083,NC-91783,Short Step,Home,258.92,416.23,True,2024-09-10T01:28:16,2025-09-01T02:28:55
P00084,EZ-84700,Last Rich,Home,272.59,358.69,True,2026-01-25T22:22:55,2026-02-21T05:39:08
P00085,UM-17711,Choose Attorney,Office,285.67,489.58,True,2025-08-06T17:17:38,2025-12-21T05:20:45
P00086,TU-24998,I Picture,Apparel,104.82,140.16,True,2025-06-10T03:08:48,2026-01-06T01:17:55
P00087,BG-84789,Student Science,Sports,246.99,306.98,True,2024-05-29T10:53:15,2025-07-05T15:09:36
P00088,OA-18367,Group Their,Apparel,221.6,313.04,True,2024-03-18T02:25:32,2024-12-27T22:59:56
P00089,BU-76615,Reduce Especially,Auto,161.87,241.45,True,2025-08-18T23:05:46,2025-12-13T20:42:44
P00090,FF-52711,Lay Big,Auto,298.29,509.17,True,2025-02-11T13:52:13,2025-10-22T08:20:53
P00091,JJ-52809,Girl Religious,Apparel,121.53,188.92,True,2025-08-02T10:57:43,2026-02-13T01:02:06
P00092,SM-16560,Forget He,Grocery,10.62,19.12,True,2024-06-10T14:00:27,2025-01-03T22:58:08
P00093,QE-19832,Door Throw,Apparel,59.85,107.9,True,2024-10-07T20:23:16,2024-11-18T11:42:57
P00094,WR-15851,Painting Draw,Sports,22.87,36.32,True,2026-01-13T07:27:41,2026-01-18T22:06:00
P00095,BM-68998,Woman Really,Office,169.5,210.67,True,2024-08-19T21:28:00,2024-08-27T22:21:52
P00096,VW-40244,According Course,Home,345.91,500.05,True,2024-05-15T02:14:24,2024-08-14T23:51:06
P00097,VO-29612,Allow Benefit,Home,113.11,199.83,True,2024-05-20T04:41:43,2024-10-13T02:33:36
P00098,VK-83667,Hope Forget,Electronics,215.56,272.66,True,2024-12-25T06:40:47,2025-03-12T13:39:43
P00099,JK-59910,Somebody Prepare,Grocery,301.69,365.25,True,2024-04-12T03:37:46,2025-05-10T11:27:20
P00100,FM-01476,Letter Join,Sports,90.49,144.9,True,2024-09-11T19:38:46,2025-06-29T22:01:54
P00101,BH-43815,Federal Resource,Apparel,75.88,119.5,False,2024-07-12T12:18:41,2024-09-05T07:31:24
P00102,OZ-97840,Place Around,Home,88.17,140.78,True,2024-03-13T00:23:59,2025-01-31T04:24:55
P00103,WQ-03432,Figure Generation,Healthcare,131.07,213.39,True,2026-02-20T02:01:37,2026-02-21T00:16:13
P00104,IY-10762,No Score,Electronics,323.29,586.47,True,2025-02-11T09:40:45,2025-10-25T13:27:44
P00105,ZV-38851,And Least,Healthcare,33.44,51.02,True,2025-09-22T08:05:19,2025-10-12T16:58:13
P00106,BK-07159,Interview Security,Sports,190.05,270.54,False,2025-10-11T20:43:41,2025-10-27T09:44:27
P00107,UK-64160,Suddenly Yourself,Office,24.98,30.23,True,2025-03-20T14:39:38,2025-04-17T09:42:47
P00108,GP-97516,Least Perform,Sports,46.21,76.04,True,2025-12-19T05:31:22,2026-02-23T16:50:52
P00109,VV-68164,Do Goal,Apparel,62.6,77.55,True,2024-10-02T03:49:57,2024-11-01T10:51:27
P00110,GM-21818,Western Stand,Apparel,185.73,247.78,True,2025-08-13T02:31:29,2025-12-21T11:03:31
P00111,JQ-55231,Decade Consumer,Sports,131.85,175.17,True,2024-04-15T21:46:07,2024-12-04T23:32:00
P00112,DW-92127,Organization Soon,Electronics,301.25,349.03,True,2024-02-17T11:24:58,2024-07-19T05:59:54
P00113,OU-97995,City Less,Electronics,195.74,350.33,True,2026-01-28T13:14:20,2026-02-12T13:58:46
P00114,LD-17744,He Movement,Auto,98.58,118.74,True,2025-01-16T16:43:57,2025-02-11T05:14:51
P00115,DX-14770,Theory Few,Electronics,334.16,400.41,True,2025-04-21T09:20:05,2026-01-29T14:00:23
P00116,YD-11998,Partner Once,Office,105.6,179.43,True,2026-01-27T07:29:23,2026-02-27T06:46:57
P00117,ME-07935,More City,Office,56.95,102.66,True,2024-01-25T17:22:40,2026-01-04T00:21:00
P00118,GP-07151,Consider Among,Healthcare,297.91,494.25,True,2024-04-16T16:15:26,2025-09-01T01:09:45
P00119,NK-37788,Himself Hotel,Apparel,37.09,66.57,True,2025-06-16T22:57:23,2026-02-05T23:05:37
P00120,DY-46659,Program Radio,Home,179.37,286.28,True,2025-02-07T18:36:03,2025-09-17T21:08:15
P00121,RY-51518,Federal Entire,Apparel,95.04,130.25,True,2025-02-06T23:20:20,2025-09-25T08:14:04
P00122,QJ-92519,Whom Hard,Office,51.96,87.77,True,2024-04-21T03:10:28,2025-08-11T10:26:07
P00123,TJ-46291,However Question,Auto,337.8,437.57,True,2024-11-11T08:54:07,2024-12-27T05:51:43
P00124,GX-52816,Affect Him,Apparel,290.1,475.13,True,2024-02-11T10:09:05,2026-02-08T07:22:25
P00125,MO-42357,Certain Clear,Electronics,238.63,317.88,True,2024-06-27T12:54:28,2026-01-17T23:35:15
P00126,VH-14188,Always Recently,Home,164.4,281.57,True,2024-05-23T00:03:53,2025-01-05T04:12:52
P00127,JK-59296,Course Theory,Healthcare,133.42,212.3,True,2025-10-22T18:37:16,2025-11-10T00:04:12
P00128,XR-92706,Serve Economy,Grocery,284.21,345.14,True,2024-12-05T01:29:03,2025-03-01T18:27:52
P00129,IP-79473,For Table,Healthcare,176.16,249.78,True,2025-03-12T11:13:58,2025-06-15T08:17:28
P00130,DX-73597,Father Star,Sports,16.95,26.84,True,2024-09-08T09:31:26,2026-01-11T01:05:17
P00131,MZ-68862,Point Certainly,Healthcare,52.35,67.51,True,2025-06-22T20:51:34,2026-01-11T00:24:50
P00132,GT-40758,Throughout Name,Auto,170.49,289.32,True,2024-12-18T16:20:24,2025-05-05T05:01:20
P00133,CG-14124,Choice Then,Office,15.11,25.95,True,2024-10-14T15:33:22,2025-11-10T18:14:10
P00134,BA-61375,Argue Individual,Home,90.51,119.37,True,2025-06-30T01:48:14,2025-11-24T12:22:59
P00135,XO-85361,Ahead From,Sports,65.75,102.88,True,2026-01-25T11:58:37,2026-01-26T22:44:22
P00136,SE-15220,Safe Theory,Sports,199.27,255.42,True,2025-05-19T09:11:31,2025-06-07T02:03:14
P00137,FB-27790,Establish Dinner,Office,11.88,17.64,True,2024-12-05T06:51:08,2025-05-28T22:11:58
P00138,HX-28986,Fight Economy,Auto,25.55,32.02,True,2025-12-22T03:54:33,2026-02-06T02:23:45
P00139,OY-41036,Prevent Lot,Healthcare,207.18,287.07,True,2024-11-26T05:46:27,2026-01-05T20:31:41
P00140,BO-11798,Myself Paper,Auto,65.1,119.01,True,2025-12-11T11:14:42,2026-02-24T05:24:19
P00141,NW-32460,Effect Own,Apparel,48.94,81.25,True,2025-12-19T12:54:49,2026-03-01T01:11:38
P00142,EH-62185,Off Movement,Auto,322.76,589.77,True,2024-08-14T18:06:59,2026-01-04T04:21:47
P00143,CO-88067,Impact Hour,Home,87.11,160.08,True,2024-06-20T02:52:45,2025-05-29T14:00:16
P00144,PU-40515,Realize Production,Office,91.09,109.08,True,2024-09-19T23:00:03,2025-10-19T14:46:26
P00145,WI-19520,Ground Teach,Sports,310.17,463.75,True,2025-01-22T17:24:06,2025-09-24T18:41:48
P00146,ET-27722,Stand Yet,Office,61.12,73.44,True,2024-02-04T00:20:16,2024-05-21T02:21:10
P00147,YM-70430,Various Analysis,Healthcare,60.51,72.76,True,2024-04-05T19:39:57,2025-08-12T22:01:27
P00148,EQ-54868,Although Some,Sports,214.52,311.9,True,2024-02-24T10:13:12,2025-04-18T22:35:46
P00149,RH-34505,Successful Hold,Apparel,232.91,316.33,True,2024-04-08T12:36:35,2025-08-23T04:03:23
P00150,LF-66765,Role Modern,Electronics,152.52,206.85,True,2025-11-08T19:30:12,2025-11-20T00:13:10
P00151,FB-58416,Play Test,Apparel,342.08,506.79,True,2024-04-28T12:30:31,2025-01-24T02:41:34
P00152,FU-28451,Recent Find,Healthcare,68.78,121.73,True,2025-01-13T14:02:16,2025-08-26T14:16:14
P00153,SC-47962,Have Likely,Apparel,199.67,250.74,True,2025-12-14T03:05:42,2026-01-27T17:26:48
P00154,OY-05964,Yourself Art,Office,195.99,340.74,True,2025-06-19T17:43:55,2026-02-17T18:56:15
P00155,BJ-16582,Time Political,Grocery,108.1,154.19,True,2026-01-01T16:36:57,2026-02-03T18:43:39
P00156,XP-70213,Hit High,Sports,46.5,78.12,True,2024-06-26T06:51:12,2024-11-02T01:27:05
P00157,RC-69092,Hospital Hot,Healthcare,74.66,128.85,True,2024-05-31T08:20:58,2024-08-07T02:24:35
P00158,XZ-71928,Former Rate,Healthcare,195.46,341.98,True,2025-06-16T00:50:44,2026-01-16T03:26:09
P00159,FH-43102,Impact White,Sports,200.47,312.31,True,2024-04-12T18:49:06,2025-01-29T17:56:22
P00160,NN-81447,Feeling Rule,Healthcare,96.13,154.61,True,2025-08-08T15:02:11,2025-10-17T12:09:39
P00161,CL-73121,Way Sell,Healthcare,18.38,32.58,True,2024-12-05T07:03:47,2025-08-05T08:57:23
P00162,JI-71551,Fill Vote,Electronics,121.56,207.33,True,2024-11-14T15:54:44,2025-10-30T03:55:14
P00163,OH-42258,Deep Structure,Sports,108.67,181.54,True,2024-11-24T23:26:38,2025-10-20T02:12:28
P00164,JK-23705,Home Manage,Office,320.13,459.39,False,2025-05-11T16:55:23,2025-06-08T16:50:10
P00165,TZ-82911,Series Serve,Home,112.34,169.04,False,2024-05-18T16:56:36,2024-06-16T05:12:56
P00166,EI-78669,Free Quality,Office,293.76,389.13,True,2025-04-12T11:45:12,2025-08-30T11:52:29
P00167,IX-17785,Ok Push,Healthcare,224.22,277.3,True,2024-02-01T11:31:38,2025-05-02T05:55:30
P00168,DH-92268,National Claim,Auto,123.77,214.91,False,2024-09-21T22:05:18,2024-10-19T12:03:10
P00169,WH-42253,Want Federal,Office,300.7,482.07,True,2025-11-24T08:41:26,2026-01-28T00:55:49
P00170,IO-14384,Floor Possible,Electronics,168.56,209.46,True,2024-06-26T00:14:16,2025-05-04T22:45:41
P00171,LJ-81829,Congress Reason,Apparel,151.21,213.74,True,2024-12-23T08:13:29,2025-05-26T21:33:52
P00172,BF-99590,Answer Put,Healthcare,206.65,238.71,True,2025-11-09T17:41:38,2026-01-25T09:19:43
P00173,NO-94396,Allow Modern,Home,171.2,237.18,True,2024-10-10T10:55:17,2025-02-20T20:45:57
P00174,ZZ-84473,Reveal Into,Apparel,69.98,105.82,True,2024-09-03T19:25:42,2025-07-27T21:08:46
P00175,CA-47102,Member Majority,Electronics,231.11,427.14,True,2024-09-22T12:24:47,2024-10-28T18:45:36
P00176,TU-35925,Similar Traditional,Office,123.39,203.51,True,2025-12-03T20:50:30,2026-02-26T11:32:19
P00177,JG-56258,From Effort,Sports,295.02,520.28,True,2024-07-04T03:30:08,2025-03-25T23:51:35
P00178,JG-71473,Apply Fill,Sports,331.69,590.31,True,2025-11-01T07:22:14,2026-02-04T09:26:50
P00179,UK-69632,Set Form,Auto,133.23,207.83,True,2025-04-19T15:03:55,2026-02-11T18:39:04
P00180,FT-32787,Modern Agency,Grocery,311.85,467.88,True,2025-11-28T16:19:26,2025-12-04T04:08:12
P00181,NL-16873,Head Anything,Auto,146.17,226.36,True,2025-04-13T10:55:45,2025-07-14T02:31:21
P00182,SI-04797,Across Throw,Sports,113.13,134.69,True,2025-04-07T06:48:49,2025-07-02T18:48:10
P00183,WZ-16245,History Answer,Grocery,275.9,467.88,True,2024-05-12T13:40:27,2025-06-29T13:30:24
P00184,XJ-60983,Fight Back,Electronics,18.02,23.24,True,2025-01-17T10:48:53,2025-10-15T06:01:43
P00185,NR-68784,Popular By,Electronics,221.21,292.92,True,2025-12-11T09:08:06,2026-01-29T16:37:19
P00186,JX-21655,Someone Charge,Sports,27.52,32.53,True,2024-10-24T23:33:38,2025-07-19T10:27:56
P00187,CC-39868,American Certain,Sports,123.24,219.49,False,2025-01-02T06:10:58,2026-02-21T12:01:14
P00188,MG-57872,Challenge Generation,Office,255.87,317.75,True,2026-01-21T18:32:10,2026-01-28T11:45:41
P00189,VT-95269,Personal Great,Electronics,134.44,214.87,True,2026-02-28T19:03:38,2026-02-28T21:06:41
P00190,TE-88879,Team Adult,Electronics,21.64,26.64,True,2025-03-30T03:35:16,2025-11-27T22:09:13
P00191,TY-55169,Way Share,Electronics,108.89,175.66,True,2025-11-09T08:39:38,2026-02-06T04:26:53
P00192,KO-09749,Set Approach,Home,181.5,287.2,True,2024-10-16T03:31:12,2025-08-23T06:49:16
P00193,XY-97289,Choose Term,Office,128.48,184.6,True,2024-06-13T17:31:58,2025-01-11T22:59:30
P00194,BC-30913,Former Kid,Auto,85.9,99.55,True,2024-04-01T18:42:31,2024-08-31T02:49:32
P00195,XN-26368,Wife Market,Home,254.63,310.88,True,2024-09-19T07:29:18,2025-06-16T14:03:06
P00196,UQ-02838,Mean Never,Sports,306.58,535.46,True,2025-01-03T10:27:47,2025-03-03T03:54:48
P00197,VI-65278,Health Require,Electronics,8.34,10.4,True,2025-10-24T10:22:57,2026-02-13T19:17:56
P00198,RJ-49733,Fire Down,Home,133.55,185.62,True,2024-04-26T12:29:17,2025-05-25T22:54:30
P00199,EW-44375,Opportunity World,Healthcare,228.85,390.84,True,2024-04-25T22:46:03,2024-10-05T03:26:58
P00200,YZ-44198,Tell Hair,Grocery,281.78,457.86,True,2024-07-04T12:49:22,2024-08-02T21:56:53
P00201,WC-24041,Reality Establish,Sports,171.66,256.06,True,2025-02-25T01:04:16,2026-01-26T10:00:45
P00202,JS-73384,Expert Certain,Office,342.37,554.26,True,2024-12-12T16:44:44,2025-10-24T03:27:42
P00203,DQ-19933,West Nice,Office,171.27,276.53,True,2025-10-18T04:53:52,2025-10-31T00:41:59
P00204,VT-33016,Marriage Black,Sports,179.42,265.27,True,2025-05-22T02:48:31,2025-11-02T07:21:17
P00205,PE-20826,Me Rather,Electronics,179.89,276.19,True,2025-01-22T07:05:29,2025-09-06T18:28:05
P00206,XF-34540,Reach Painting,Grocery,159.24,196.36,False,2025-05-24T20:01:06,2025-12-16T13:02:35
P00207,LC-38026,Think Industry,Electronics,289.94,494.13,True,2025-09-25T09:56:32,2026-02-15T06:41:42
P00208,TK-72400,Player Both,Grocery,332.87,467.46,True,2024-02-25T14:21:35,2025-11-20T19:30:45
P00209,FI-54788,Today Mother,Auto,251.99,309.9,True,2026-02-16T07:00:21,2026-02-21T20:51:18
P00210,KU-74315,Low Raise,Auto,247.22,292.23,True,2024-06-17T04:52:45,2025-08-10T03:16:39
P00211,KR-42054,Sometimes Data,Office,69.7,125.54,True,2025-02-06T14:52:50,2025-05-14T22:21:06
P00212,UF-29668,Institution Relationship,Healthcare,21.04,33.52,True,2025-11-19T03:49:57,2026-01-15T14:42:37
P00213,PA-12275,Every Identify,Sports,337.53,389.18,True,2026-01-23T17:59:27,2026-03-01T15:59:32
P00214,LU-37454,Page Activity,Sports,243.68,309.85,True,2024-05-11T12:42:38,2026-01-21T10:32:56
P00215,DT-45301,Collection Into,Healthcare,149.44,235.56,False,2025-12-10T07:17:25,2026-01-22T09:28:51
P00216,NO-84145,Discuss Cell,Sports,52.67,82.78,True,2026-02-05T09:53:44,2026-02-22T10:45:47
P00217,AS-72795,Often While,Office,74.31,117.92,True,2024-10-24T11:58:43,2024-12-30T22:41:11
P00218,YF-78339,Never Likely,Auto,250.07,420.75,True,2025-07-29T18:36:42,2026-01-26T13:43:47
P00219,DJ-85191,Weight Mouth,Apparel,307.73,444.88,True,2024-01-14T03:01:24,2024-06-10T01:42:03
P00220,UH-39822,Letter But,Office,97.11,165.07,True,2024-10-20T08:09:53,2024-11-20T22:50:18
P00221,CZ-39718,Around Long,Office,264.99,310.73,True,2025-04-08T19:55:43,2026-01-20T07:47:41
P00222,DJ-28679,Maintain Remember,Healthcare,86.97,147.76,True,2025-12-13T22:42:03,2026-01-30T12:26:50
P00223,VN-40640,Particular Baby,Auto,338.21,401.68,True,2026-01-31T06:39:55,2026-02-24T14:53:14
P00224,DE-06518,World Marriage,Auto,265.51,406.93,True,2025-09-09T23:12:18,2026-01-01T05:43:04
P00225,XP-04622,Shoulder Race,Sports,337.05,561.04,True,2024-05-02T01:27:17,2025-11-22T08:08:10
P00226,YF-65676,Result Recently,Apparel,6.95,10.26,True,2024-06-07T04:59:20,2026-02-08T01:49:59
P00227,IZ-82512,Newspaper Care,Apparel,174.24,270.22,True,2025-01-01T22:20:33,2025-04-23T05:33:04
P00228,RU-30047,Off Language,Sports,148.5,226.6,True,2024-04-04T07:56:13,2026-02-12T10:21:23
P00229,WJ-86337,Fact Current,Apparel,80.36,134.75,True,2025-06-27T17:52:48,2025-12-10T00:07:42
P00230,PN-10690,Audience Blood,Auto,158.76,283.09,True,2025-09-20T07:02:43,2025-12-11T12:58:50
P00231,PV-90790,Another Interest,Home,138.13,211.09,True,2024-10-16T16:52:49,2025-04-25T16:51:32
P00232,IG-73830,Figure East,Grocery,172.95,234.78,True,2025-10-29T10:32:05,2026-02-27T03:10:49
P00233,PT-95995,Under Character,Electronics,221.29,287.13,False,2025-10-06T06:55:43,2026-01-22T03:13:34
P00234,DJ-83644,Perhaps Until,Healthcare,228.06,412.29,True,2026-02-03T04:01:29,2026-02-25T10:02:05
P00235,WP-26870,Remain I,Home,23.72,40.47,True,2025-07-25T18:52:14,2025-09-29T13:24:28
P00236,TY-85662,Create Somebody,Healthcare,154.39,179.37,True,2025-11-20T17:00:41,2026-02-20T19:04:48
P00237,TJ-87334,Sure Major,Electronics,246.8,296.36,True,2025-05-29T09:50:43,2025-10-30T19:05:18
P00238,HI-08668,Important Eight,Grocery,136.59,235.68,True,2024-02-01T05:34:14,2024-06-19T23:25:50
P00239,XF-43517,North Shake,Apparel,336.25,420.6,True,2025-11-24T20:23:00,2026-02-02T17:09:07
P00240,MC-30469,Tv Baby,Electronics,6.74,10.57,True,2025-07-04T02:19:13,2026-01-11T23:57:46
P00241,NV-39837,Floor When,Auto,78.05,139.24,True,2025-06-08T05:11:14,2025-10-15T06:07:11
P00242,PS-03317,Pm Score,Electronics,298.73,538.51,True,2025-07-16T20:35:04,2025-09-28T21:04:16
P00243,XS-36385,Husband Man,Home,73.11,113.79,True,2024-12-04T04:42:41,2025-04-03T03:18:39
P00244,GF-85445,Man Billion,Home,315.54,433.06,True,2025-04-06T19:42:19,2026-01-30T04:36:36
P00245,AC-75355,Order Treat,Auto,283.66,516.56,True,2024-06-21T10:15:50,2025-02-02T22:47:41
