date,gross_revenue,discounts,orders,aov
2024-02-25,70167.65000000001,3818.9000000000005,17,4127.508823529412
2024-02-26,44203.84,3240.72,14,3157.4171428571426
2024-02-27,30839.44,1757.63,11,2803.5854545454545
2024-02-28,47603.55,2659.0,16,2975.221875
2024-02-29,63779.42999999999,2978.8,15,4251.9619999999995
2024-03-01,34754.5,2285.51,16,2172.15625
2024-03-02,44197.66,2044.4899999999998,12,3683.138333333334
2024-03-03,55959.69999999999,3881.0699999999997,16,3497.4812499999994
2024-03-04,43908.72,3056.7,11,3991.7018181818185
2024-03-05,33027.03,1311.2900000000002,11,3002.4572727272725
2024-03-06,46757.19,2532.59,13,3596.7069230769234
2024-03-07,64511.04999999999,1835.3700000000001,18,3583.9472222222216
2024-03-08,43740.47000000001,2096.19,17,2572.9688235294125
2024-03-09,45676.22,1826.65,14,3262.587142857143
2024-03-10,37460.280000000006,2963.76,12,3121.6900000000005
2024-03-11,48813.36,2495.11,14,3486.6685714285713
2024-03-12,58389.810000000005,4531.990000000001,16,3649.3631250000003
2024-03-13,36309.63,3276.12,9,4034.403333333333
2024-03-14,62158.67,4484.280000000001,19,3271.508947368421
2024-03-15,49231.649999999994,1420.1200000000001,14,3516.5464285714284
2024-03-16,41681.020000000004,2339.11,14,2977.2157142857145
2024-03-17,54113.21000000001,4582.47,12,4509.434166666667
2024-03-18,47319.009999999995,1180.01,12,3943.250833333333
2024-03-19,78662.51,6600.16,21,3745.833809523809
2024-03-20,54760.39000000001,4082.3399999999997,14,3911.456428571429
2024-03-21,70412.69,5104.15,19,3705.931052631579
2024-03-22,40364.799999999996,4310.2300000000005,10,4036.4799999999996
2024-03-23,45496.89,2115.9500000000003,12,3791.4075
2024-03-24,71887.95,2365.62,16,4492.996875
2024-03-25,43122.43,1791.54,12,3593.5358333333334
2024-03-26,34770.98,1227.81,10,3477.0980000000004
2024-03-27,74558.54,3599.5599999999995,26,2867.636153846154
2024-03-28,29890.44,1637.2699999999998,7,4270.062857142857
2024-03-29,60189.880000000005,4598.5,17,3540.5811764705886
2024-03-30,55391.75,2019.04,16,3461.984375
2024-03-31,18404.04,1655.9199999999998,6,3067.34
2024-04-01,44980.53,3245.91,15,2998.7019999999998
2024-04-02,60561.79000000001,5341.66,17,3562.458235294118
2024-04-03,47265.420000000006,1930.05,12,3938.7850000000003
2024-04-04,49965.64,1631.3700000000001,11,4542.330909090909
2024-04-05,56812.23,3809.04,13,4370.171538461539
2024-04-06,16271.71,1244.17,7,2324.5299999999997
2024-04-07,51895.920000000006,1979.17,14,3706.851428571429
2024-04-08,23117.52,1966.24,7,3302.502857142857
2024-04-09,79703.53,3423.21,18,4427.973888888889
2024-04-10,36745.75,2998.3199999999997,11,3340.5227272727275
2024-04-11,50675.14000000001,3267.14,15,3378.342666666667
2024-04-12,31743.87,2544.2700000000004,10,3174.3869999999997
2024-04-13,45450.24999999999,2585.33,12,3787.5208333333326
2024-04-14,34669.03,1775.8799999999999,9,3852.1144444444444
2024-04-15,81290.8,5909.679999999999,21,3870.9904761904763
2024-04-16,50481.060000000005,3120.49,15,3365.4040000000005
2024-04-17,80260.28,3550.1500000000005,19,4224.225263157895
2024-04-18,61322.35999999999,3694.29,17,3607.1976470588233
2024-04-19,65070.18000000001,4845.56,18,3615.01
2024-04-20,55937.81999999999,3729.7999999999997,17,3290.4599999999996
2024-04-21,31748.98,1879.48,14,2267.7842857142855
2024-04-22,50071.13,2453.38,17,2945.360588235294
2024-04-23,68769.36,3108.03,21,3274.7314285714288
2024-04-24,48845.94,1958.5699999999997,15,3256.396
2024-04-25,54294.990000000005,2770.8999999999996,15,3619.666
2024-04-26,30293.39,2655.11,10,3029.339
2024-04-27,39531.079999999994,690.94,14,2823.648571428571
2024-04-28,71322.46999999999,6175.61,19,3753.814210526315
2024-04-29,49416.48,2182.64,16,3088.53
2024-04-30,66971.66,3613.09,16,4185.72875
2024-05-01,45949.509999999995,3658.26,12,3829.125833333333
2024-05-02,48448.939999999995,4094.1299999999997,15,3229.929333333333
2024-05-03,53443.33,3954.7500000000005,15,3562.8886666666667
2024-05-04,33183.799999999996,1618.0900000000001,12,2765.316666666666
2024-05-05,29514.5,1385.3700000000001,9,3279.3888888888887
2024-05-06,54859.66,2301.87,14,3918.547142857143
2024-05-07,30767.609999999997,1780.9099999999999,11,2797.0554545454543
2024-05-08,50592.6,3419.35,14,3613.7571428571428
2024-05-09,71890.99,4491.6,18,3993.943888888889
2024-05-10,51783.420000000006,1249.4,16,3236.4637500000003
2024-05-11,71642.38999999998,3868.54,19,3770.652105263157
2024-05-12,32814.719999999994,2266.34,12,2734.5599999999995
2024-05-13,43650.99999999999,2075.85,12,3637.5833333333326
2024-05-14,62547.52,3661.4900000000002,14,4467.679999999999
2024-05-15,34535.12,2533.65,14,2466.7942857142857
2024-05-16,35482.59999999999,4671.9,10,3548.2599999999993
2024-05-17,25860.54,978.1600000000001,6,4310.09
2024-05-18,66352.75,6480.259999999998,22,3016.034090909091
2024-05-19,29908.18,1464.08,8,3738.5225
2024-05-20,33286.549999999996,699.0899999999999,10,3328.6549999999997
2024-05-21,23944.370000000003,1459.1399999999999,8,2993.0462500000003
2024-05-22,67817.01,3064.11,22,3082.5913636363634
2024-05-23,20803.02,1032.39,7,2971.86
2024-05-24,33921.21,2424.72,13,2609.3238461538463
2024-05-25,56629.40000000001,2412.65,16,3539.3375000000005
2024-05-26,69370.13,2737.3,22,3153.1877272727274
2024-05-27,59063.46000000001,2469.6099999999997,17,3474.3211764705884
2024-05-28,59715.28,1710.59,18,3317.5155555555557
2024-05-29,80883.31999999999,3007.4,19,4257.016842105263
2024-05-30,42078.59,2778.08,12,3506.549166666666
2024-05-31,26136.399999999998,1841.6100000000001,8,3267.0499999999997
2024-06-01,64154.29000000001,2648.62,13,4934.945384615386
2024-06-02,60931.28000000001,4356.24,13,4687.021538461539
2024-06-03,36358.759999999995,1522.9399999999998,13,2796.827692307692
2024-06-04,62337.79000000001,4389.29,19,3280.936315789474
2024-06-05,34041.35,1827.45,11,3094.668181818182
2024-06-06,36734.85,1611.73,13,2825.757692307692
2024-06-07,37555.380000000005,2163.39,13,2888.875384615385
2024-06-08,58618.42,3430.17,15,3907.8946666666666
2024-06-09,94315.30999999998,4750.22,20,4715.7654999999995
2024-06-10,35190.8,2828.58,13,2706.9846153846156
2024-06-11,42825.0,4352.860000000001,10,4282.5
2024-06-12,68934.70999999999,5149.139999999999,14,4923.907857142856
2024-06-13,69265.64000000001,3733.9399999999996,17,4074.449411764707
2024-06-14,31783.22,3136.850000000001,11,2889.3836363636365
2024-06-15,48015.630000000005,3382.9200000000005,11,4365.057272727273
2024-06-16,50607.01,1084.65,15,3373.800666666667
2024-06-17,53894.19000000001,5050.0,14,3849.5850000000005
2024-06-18,71387.02999999998,2812.6400000000003,20,3569.3514999999993
2024-06-19,57530.340000000004,3987.2200000000003,19,3027.9126315789476
2024-06-20,58444.979999999996,2833.6,17,3437.9399999999996
2024-06-21,60065.72000000001,3653.7200000000003,19,3161.353684210527
2024-06-22,32419.920000000002,2034.7400000000002,10,3241.992
2024-06-23,32493.23,3337.51,12,2707.7691666666665
2024-06-24,45712.24,2553.7799999999997,13,3516.326153846154
2024-06-25,40349.44,2848.2799999999997,13,3103.8030769230772
2024-06-26,38550.77,1756.0600000000002,15,2570.0513333333333
2024-06-27,28534.61,3031.37,10,2853.4610000000002
2024-06-28,60993.79000000001,2489.89,13,4691.830000000001
2024-06-29,45074.38999999999,2917.7999999999997,13,3467.260769230769
2024-06-30,52869.61,2376.4800000000005,15,3524.6406666666667
2024-07-01,79606.74,4839.35,16,4975.42125
2024-07-02,58536.95999999999,4225.87,15,3902.4639999999995
2024-07-03,37384.89,1312.02,10,3738.489
2024-07-04,18606.440000000002,772.68,6,3101.0733333333337
2024-07-05,57444.840000000004,3169.73,19,3023.4126315789476
2024-07-06,58578.030000000006,5054.370000000001,21,2789.4300000000003
2024-07-07,52391.14000000001,2653.2599999999993,18,2910.618888888889
2024-07-08,53439.55,3697.2,15,3562.6366666666668
2024-07-09,88473.04000000002,5760.59,24,3686.3766666666675
2024-07-10,48111.98999999999,4125.85,17,2830.117058823529
2024-07-11,78942.16,3801.5199999999995,19,4154.8505263157895
2024-07-12,42742.46,1390.7099999999998,13,3287.881538461538
2024-07-13,46548.02,2347.39,11,4231.638181818182
2024-07-14,97764.24999999999,2916.38,24,4073.510416666666
2024-07-15,50303.56999999999,5121.8099999999995,12,4191.964166666666
2024-07-16,75444.68999999999,4800.650000000001,24,3143.5287499999995
2024-07-17,37320.04,2932.4500000000003,9,4146.671111111111
2024-07-18,40499.96000000001,2015.1399999999999,10,4049.9960000000005
2024-07-19,61460.240000000005,3243.18,11,5587.294545454546
2024-07-20,64511.200000000004,3774.42,14,4607.942857142857
2024-07-21,41038.7,3397.02,13,3156.8230769230768
2024-07-22,39238.33,967.11,12,3269.8608333333336
2024-07-23,43794.840000000004,3025.8,11,3981.349090909091
2024-07-24,30213.789999999997,1835.81,13,2324.1376923076923
2024-07-25,47636.979999999996,2316.88,11,4330.634545454545
2024-07-26,32496.109999999997,2186.3199999999997,10,3249.611
2024-07-27,56577.590000000004,3343.31,16,3536.0993750000002
2024-07-28,68719.2,3678.7900000000004,20,3435.96
2024-07-29,61336.15999999999,2895.69,19,3228.2189473684207
2024-07-30,44146.740000000005,4567.26,12,3678.8950000000004
2024-07-31,56642.549999999996,1370.13,14,4045.8964285714283
2024-08-01,53247.72,2062.0,14,3803.4085714285716
2024-08-02,38165.02,2543.6,12,3180.418333333333
2024-08-03,58411.76,4055.9300000000003,16,3650.735
2024-08-04,56992.76999999999,3555.9800000000005,17,3352.5158823529405
2024-08-05,33790.64,1631.6100000000001,17,1987.684705882353
2024-08-06,58051.87000000001,4252.139999999999,14,4146.562142857144
2024-08-07,34696.28,2723.42,11,3154.2072727272725
2024-08-08,42597.8,2467.96,14,3042.7000000000003
2024-08-09,65537.50000000001,4919.17,16,4096.093750000001
2024-08-10,41895.439999999995,2215.27,12,3491.2866666666664
2024-08-11,37180.4,1766.77,13,2860.0307692307692
2024-08-12,41555.93000000001,3074.8999999999996,12,3462.9941666666673
2024-08-13,46068.50000000001,2968.19,16,2879.2812500000005
2024-08-14,57010.46,2718.4,14,4072.175714285714
2024-08-15,51016.43,1606.53,13,3924.340769230769
2024-08-16,64726.170000000006,3203.4,16,4045.3856250000003
2024-08-17,54537.00000000001,4283.7,14,3895.5000000000005
2024-08-18,48950.880000000005,4208.509999999999,15,3263.3920000000003
2024-08-19,46160.84,3712.14,13,3550.833846153846
2024-08-20,28167.49,2159.29,11,2560.680909090909
2024-08-21,51118.53999999999,2567.5499999999997,18,2839.9188888888884
2024-08-22,43196.649999999994,2446.95,10,4319.664999999999
2024-08-23,32959.72,2629.95,10,3295.972
2024-08-24,38418.64000000001,2157.63,11,3492.603636363637
2024-08-25,54713.670000000006,3209.67,18,3039.6483333333335
2024-08-26,47540.73,2022.41,15,3169.382
2024-08-27,69393.55,4622.55,18,3855.1972222222225
2024-08-28,48058.88,2525.65,17,2826.9929411764706
2024-08-29,56925.33999999999,3319.68,19,2996.070526315789
2024-08-30,45231.100000000006,2517.19,17,2660.652941176471
2024-08-31,28368.539999999997,2151.55,11,2578.9581818181814
2024-09-01,36684.32,790.43,14,2620.308571428571
2024-09-02,30523.749999999996,2279.1700000000005,14,2180.267857142857
2024-09-03,59083.909999999996,1781.1,14,4220.279285714286
2024-09-04,42014.78,1671.7699999999998,15,2800.985333333333
2024-09-05,42403.87000000001,1887.5700000000002,14,3028.8478571428577
2024-09-06,52872.95,2388.64,13,4067.1499999999996
2024-09-07,47012.00000000001,1415.7799999999997,18,2611.7777777777783
2024-09-08,43844.610000000015,4596.330000000001,15,2922.974000000001
2024-09-09,40317.079999999994,3386.98,10,4031.7079999999996
2024-09-10,63299.76000000001,3914.3799999999997,15,4219.984
2024-09-11,16647.73,1235.87,7,2378.247142857143
2024-09-12,31706.95,2786.3799999999997,12,2642.2458333333334
2024-09-13,43862.65000000001,2456.6900000000005,14,3133.0464285714293
2024-09-14,36099.409999999996,2030.83,14,2578.5292857142854
2024-09-15,33822.21,1044.35,10,3382.221
2024-09-16,51839.01,2375.87,16,3239.938125
2024-09-17,53882.770000000004,3155.83,15,3592.184666666667
2024-09-18,27245.69,1773.7400000000002,11,2476.880909090909
2024-09-19,43229.439999999995,2259.6400000000003,10,4322.9439999999995
2024-09-20,57286.8,3655.06,15,3819.1200000000003
2024-09-21,58304.78999999999,3320.41,16,3644.0493749999996
2024-09-22,54634.39,5239.37,18,3035.2438888888887
2024-09-23,33307.3,2588.8999999999996,13,2562.1000000000004
2024-09-24,50385.81,3374.9700000000003,15,3359.0539999999996
2024-09-25,36169.200000000004,3569.4500000000003,10,3616.9200000000005
2024-09-26,35366.92,1661.31,11,3215.1745454545453
2024-09-27,37559.78,1481.27,11,3414.5254545454545
2024-09-28,57292.72,3271.33,18,3182.928888888889
2024-09-29,34645.66,1544.69,11,3149.605454545455
2024-09-30,66653.34999999999,5351.56,21,3173.969047619047
2024-10-01,36821.59,2400.0,10,3682.1589999999997
2024-10-02,43921.05,3325.24,11,3992.8227272727277
2024-10-03,48899.21000000001,3191.0,11,4445.382727272728
2024-10-04,37515.89,2220.0099999999998,13,2885.837692307692
2024-10-05,67244.31999999999,2107.0,14,4803.165714285714
2024-10-06,20922.100000000002,1380.71,7,2988.871428571429
2024-10-07,35987.25,2057.96,10,3598.725
2024-10-08,64279.229999999996,3996.7199999999993,22,2921.7831818181817
2024-10-09,35869.719999999994,1200.76,14,2562.122857142857
2024-10-10,29029.920000000002,3452.4500000000003,13,2233.070769230769
2024-10-11,46306.54000000001,2852.81,13,3562.041538461539
2024-10-12,45009.82000000001,1546.19,11,4091.801818181819
2024-10-13,36581.56,883.01,14,2612.968571428571
2024-10-14,67609.01,6164.5599999999995,21,3219.4766666666665
2024-10-15,66310.90000000001,3385.4399999999996,18,3683.9388888888893
2024-10-16,38221.579999999994,2654.16,12,3185.131666666666
2024-10-17,53845.94,4198.29,20,2692.297
2024-10-18,34523.92,2467.35,12,2876.9933333333333
2024-10-19,34864.72,2027.54,11,3169.52
2024-10-20,33562.48,2534.1099999999997,11,3051.134545454546
2024-10-21,64127.630000000005,3733.15,17,3772.213529411765
2024-10-22,53628.65000000001,5368.4800000000005,15,3575.243333333334
2024-10-23,69679.1,5082.260000000001,18,3871.0611111111116
2024-10-24,29117.28,2205.13,10,2911.728
2024-10-25,55906.88,2508.2299999999996,16,3494.18
2024-10-26,37215.19,2932.4,10,3721.5190000000002
2024-10-27,58715.64,2891.93,17,3453.8611764705884
2024-10-28,23217.99,2315.5899999999997,11,2110.7263636363637
2024-10-29,44818.020000000004,714.01,12,3734.8350000000005
2024-10-30,32049.170000000002,2979.09,10,3204.9170000000004
2024-10-31,30130.19,1205.9900000000002,13,2317.706923076923
2024-11-01,78157.67000000001,6233.0199999999995,17,4597.510000000001
2024-11-02,62337.819999999985,3683.28,19,3280.9378947368414
2024-11-03,46010.54000000001,1806.9399999999998,14,3286.4671428571432
2024-11-04,39169.22,1330.05,14,2797.8014285714285
2024-11-05,31951.249999999996,1162.6,9,3550.1388888888887
2024-11-06,76850.14,5670.219999999999,18,4269.452222222222
2024-11-07,39765.85,1877.72,13,3058.9115384615384
2024-11-08,18047.58,297.05,7,2578.2257142857147
2024-11-09,85064.93,4572.429999999999,24,3544.372083333333
2024-11-10,39498.55,2307.43,16,2468.659375
2024-11-11,59560.15,4761.69,16,3722.509375
2024-11-12,40137.3,2567.2200000000003,12,3344.775
2024-11-13,54379.409999999996,4148.83,17,3198.7888235294117
2024-11-14,52819.899999999994,2724.8199999999997,14,3772.8499999999995
2024-11-15,66130.13000000002,3948.9900000000007,19,3480.533157894738
2024-11-16,30426.549999999996,1496.44,11,2766.0499999999997
2024-11-17,46387.630000000005,4167.09,15,3092.508666666667
2024-11-18,26888.719999999998,1651.3,9,2987.635555555555
2024-11-19,56543.57000000001,3691.1200000000003,18,3141.309444444445
2024-11-20,78845.37999999999,4878.8,20,3942.2689999999993
2024-11-21,57422.45000000001,3312.62,16,3588.9031250000007
2024-11-22,28262.899999999998,1621.99,9,3140.322222222222
2024-11-23,36434.479999999996,2599.7299999999996,12,3036.2066666666665
2024-11-24,50708.85,2344.98,17,2982.8735294117646
2024-11-25,32076.219999999998,2202.18,9,3564.0244444444443
2024-11-26,41129.42999999999,428.20000000000005,12,3427.4524999999994
2024-11-27,36603.979999999996,3154.94,10,3660.3979999999997
2024-11-28,39892.56,3021.0899999999997,10,3989.256
2024-11-29,74498.42,3409.7799999999997,18,4138.801111111111
2024-11-30,40868.83,1850.3600000000001,11,3715.348181818182
2024-12-01,73304.39,4566.68,20,3665.2195
2024-12-02,44491.939999999995,3175.47,13,3422.4569230769225
2024-12-03,43181.520000000004,1497.92,9,4797.946666666667
2024-12-04,69043.38,4566.530000000001,19,3633.8621052631584
2024-12-05,50942.41999999999,2613.62,10,5094.241999999999
2024-12-06,63639.75,5279.17,21,3030.464285714286
2024-12-07,28006.239999999998,1490.31,9,3111.804444444444
2024-12-08,41654.41,1836.5700000000002,14,2975.315
2024-12-09,50971.020000000004,2756.6499999999996,13,3920.847692307693
2024-12-10,69368.09,6442.29,19,3650.9521052631576
2024-12-11,65218.39000000001,5705.769999999999,19,3432.5468421052633
2024-12-12,69161.54999999999,3298.5099999999998,17,4068.3264705882348
2024-12-13,61343.81,3492.53,18,3407.9894444444444
2024-12-14,51956.47,2201.42,14,3711.1764285714285
2024-12-15,28693.29,2692.5200000000004,10,2869.329
2024-12-16,54205.45,3851.04,16,3387.840625
2024-12-17,32941.600000000006,2611.7200000000003,14,2352.971428571429
2024-12-18,36891.6,3307.19,11,3353.781818181818
2024-12-19,46068.83,3831.04,14,3290.6307142857145
2024-12-20,45626.61,2235.68,15,3041.774
2024-12-21,52424.37999999999,4069.94,12,4368.698333333333
2024-12-22,24456.329999999998,1121.9000000000003,11,2223.302727272727
2024-12-23,34027.53,620.6399999999999,8,4253.44125
2024-12-24,49091.259999999995,3851.449999999999,15,3272.7506666666663
2024-12-25,54848.25000000001,2948.16,22,2493.102272727273
2024-12-26,50342.720000000016,3543.8300000000004,15,3356.1813333333344
2024-12-27,45563.44000000001,2592.7900000000004,12,3796.9533333333343
2024-12-28,42671.88,3052.1299999999997,13,3282.4523076923074
2024-12-29,47828.05,3595.2700000000004,14,3416.289285714286
2024-12-30,73651.6,4034.6199999999994,20,3682.5800000000004
2024-12-31,43061.84,3495.0299999999997,14,3075.845714285714
2025-01-01,93525.92999999998,5107.450000000001,22,4251.178636363636
2025-01-02,46284.46000000001,4600.009999999999,14,3306.0328571428577
2025-01-03,26576.05,1163.9299999999998,9,2952.894444444444
2025-01-04,90996.15999999997,6209.3600000000015,22,4136.18909090909
2025-01-05,63403.73,2445.87,16,3962.733125
2025-01-06,28167.07,2538.73,8,3520.88375
2025-01-07,55423.39,4573.46,19,2917.0205263157895
2025-01-08,30246.260000000002,2613.5,10,3024.626
2025-01-09,47059.020000000004,2713.59,13,3619.9246153846157
2025-01-10,44103.79,3514.17,13,3392.599230769231
2025-01-11,61497.33,2325.4900000000002,18,3416.5183333333334
2025-01-12,46670.450000000004,2713.8900000000003,17,2745.3205882352945
2025-01-13,89379.94000000002,3809.0899999999997,27,3310.368148148149
2025-01-14,41604.329999999994,3169.55,10,4160.432999999999
2025-01-15,30173.88,2083.7799999999997,10,3017.388
2025-01-16,70258.65000000001,7566.1,17,4132.861764705883
2025-01-17,57120.64,2754.2700000000004,18,3173.3688888888887
2025-01-18,47985.38,2328.53,14,3427.5271428571427
2025-01-19,49833.76000000001,2507.5299999999997,12,4152.813333333334
2025-01-20,87747.09,6039.04,23,3815.0908695652174
2025-01-21,50762.759999999995,2908.21,13,3904.827692307692
2025-01-22,42594.73,2857.44,11,3872.2481818181823
2025-01-23,51989.9,4416.91,13,3999.223076923077
2025-01-24,48088.130000000005,1244.85,13,3699.0869230769235
2025-01-25,24502.02,1800.03,9,2722.4466666666667
2025-01-26,40019.14,1536.38,12,3334.9283333333333
2025-01-27,31542.130000000005,1570.04,10,3154.2130000000006
2025-01-28,32735.680000000008,2716.99,12,2727.973333333334
2025-01-29,54081.270000000004,5134.130000000001,16,3380.0793750000003
2025-01-30,54695.49,4371.9,16,3418.468125
2025-01-31,51341.39,4974.12,15,3422.7593333333334
2025-02-01,62431.55000000001,3405.82,18,3468.419444444445
2025-02-02,49578.61,1789.06,10,4957.861
2025-02-03,53786.130000000005,4358.02,19,2830.8489473684212
2025-02-04,47769.71999999999,3089.75,15,3184.6479999999992
2025-02-05,56513.49999999999,2232.13,16,3532.0937499999995
2025-02-06,43354.92999999999,3037.78,12,3612.910833333333
2025-02-07,44905.50000000001,2355.39,14,3207.5357142857147
2025-02-08,52781.5,6326.039999999999,13,4060.1153846153848
2025-02-09,79071.34000000003,3939.0199999999995,25,3162.853600000001
2025-02-10,45527.520000000004,3161.67,13,3502.1169230769233
2025-02-11,44530.98,2684.3999999999996,14,3180.784285714286
2025-02-12,73127.58,4353.09,21,3482.2657142857142
2025-02-13,69508.08,4304.87,16,4344.255
2025-02-14,48413.82,4237.82,14,3458.13
2025-02-15,47430.19000000001,1732.69,12,3952.5158333333343
2025-02-16,51183.549999999996,3522.2200000000003,11,4653.049999999999
2025-02-17,44330.840000000004,1756.94,8,5541.3550000000005
2025-02-18,62708.37,3455.75,16,3919.273125
2025-02-19,39811.03,3565.0899999999997,15,2654.0686666666666
2025-02-20,84133.67,5277.13,22,3824.257727272727
2025-02-21,39292.65,1955.6,15,2619.51
2025-02-22,44358.83,2734.92,14,3168.487857142857
2025-02-23,58633.92,4497.4,17,3449.054117647059
2025-02-24,50877.07,4795.17,14,3634.0764285714286
2025-02-25,61457.68,4996.9,17,3615.1576470588234
2025-02-26,49548.39,3799.6,13,3811.4146153846154
2025-02-27,62221.080000000016,3044.67,15,4148.072000000001
2025-02-28,52430.47000000001,3523.7099999999996,14,3745.033571428572
2025-03-01,54854.87,2354.3999999999996,14,3918.2050000000004
2025-03-02,69426.26000000001,2351.22,18,3857.014444444445
2025-03-03,50085.81,3050.77,15,3339.0539999999996
2025-03-04,63151.82,4271.099999999999,17,3714.8129411764708
2025-03-05,78538.06999999999,3452.39,22,3569.9122727272725
2025-03-06,35236.62,1004.28,11,3203.329090909091
2025-03-07,48408.61,2657.8199999999997,13,3723.7392307692307
2025-03-08,70051.12999999999,3620.7099999999996,23,3045.7013043478255
2025-03-09,50864.8,4960.499999999999,16,3179.05
2025-03-10,32441.76,2813.17,9,3604.64
2025-03-11,42365.89,2737.52,12,3530.4908333333333
2025-03-12,47263.67,3139.89,15,3150.911333333333
2025-03-13,59882.240000000005,2472.19,17,3522.4847058823534
2025-03-14,100220.12999999999,6826.37,21,4772.387142857142
2025-03-15,55400.55,4565.980000000001,10,5540.055
2025-03-16,50601.66,2670.8199999999997,13,3892.435384615385
2025-03-17,66457.89,3773.33,20,3322.8945
2025-03-18,19234.809999999998,843.36,8,2404.3512499999997
2025-03-19,39697.37,3119.83,13,3053.6438461538464
2025-03-20,63154.84000000001,4739.169999999999,17,3714.9905882352946
2025-03-21,64329.939999999995,4026.6000000000004,17,3784.1141176470587
2025-03-22,69065.54,3812.5600000000004,23,3002.849565217391
2025-03-23,58720.759999999995,1662.85,14,4194.339999999999
2025-03-24,44874.50000000001,2085.68,16,2804.6562500000005
2025-03-25,25080.65,1787.1299999999999,9,2786.738888888889
2025-03-26,18058.260000000002,1991.4799999999998,9,2006.4733333333336
2025-03-27,43925.44,1891.33,9,4880.604444444445
2025-03-28,46107.030000000006,2942.3999999999996,13,3546.6946153846156
2025-03-29,89800.26999999999,7682.360000000001,25,3592.0107999999996
2025-03-30,48690.53999999999,2980.2599999999993,15,3246.0359999999996
2025-03-31,58773.47,4036.69,19,3093.3405263157897
2025-04-01,73752.53,5310.33,23,3206.6317391304347
2025-04-02,43921.170000000006,880.4499999999999,13,3378.5515384615387
2025-04-03,48755.33,3084.58,14,3482.5235714285714
2025-04-04,58699.68000000001,1672.9699999999998,14,4192.834285714286
2025-04-05,45334.01999999999,3775.3399999999997,15,3022.267999999999
2025-04-06,27821.32,2140.7100000000005,9,3091.257777777778
2025-04-07,53372.29000000001,2753.4700000000003,13,4105.560769230769
2025-04-08,51034.98999999999,3123.38,16,3189.6868749999994
2025-04-09,17266.469999999998,1682.61,7,2466.638571428571
